timestep,import_capacity_kw,export_capacity_kw
141,5191.329557531713,4217.559700161711
142,2484.9461335046326,1805.2956164417685
143,2621.0285827730527,1939.7263547802834
144,2383.8526241261466,1960.0368197491591
145,2356.3325635308192,2157.7141446445294
146,4936.773423154903,3940.9884102794936
147,5240.879067459341,3897.4883429767206
148,4793.880487560539,4162.7136330672065
149,2343.564819703168,1826.6633351617686
150,2409.742411901935,1876.9782837828943
151,2406.271631405415,2089.6099505367765
152,2483.2896924390107,2039.4550645794448
153,5102.836411699964,3835.7693702069964
154,4828.533831901326,4327.890933335805
155,5306.886456048044,3675.224566755151
156,2545.729020462627,1963.211165947642
157,2454.8410381233675,1959.205156118531
158,2490.9424085199794,1924.707721367101
159,2782.010017909971,1926.5948023799126
160,4994.451548656045,4539.422526469436
161,5020.271630144023,4321.457851402222
162,4526.233235630438,4085.000786452222
163,2350.255964043361,1920.7071127174136
164,2373.338417244865,2138.8656175564174
165,2561.998260070789,2054.5800683604007
166,2502.3196544121397,1906.622768522617
167,5198.2650463948285,4017.399972156362
168,5280.534657145739,3842.4064648788517
169,5539.696856203238,4347.25073316293
170,2483.4763630137963,1895.5212217232859
171,2823.1528896861846,2103.3702165444083
172,2471.955156185536,1944.384662873479
173,2499.4252405104,1948.458666315424
174,4666.906304691473,4099.0659669204015
175,4699.106767608562,3937.0696445479552
176,4729.576381385692,3587.2252520223637
177,2579.9521381429313,2014.2550824583068
178,2384.9127054645537,1939.62403587164
179,2624.0519352303436,1905.5130868632834
180,2529.008631119224,2004.4604751645431
181,5033.698152136933,4150.707285253452
182,4959.811525676088,4053.9873495490415
183,5083.39150565559,4134.505883800386
184,2461.027102500378,2205.339145316479
185,2577.2410840752514,2002.7890729144485
186,2527.8887292115487,2038.7498697571145
187,2308.773029047286,1903.1763279182835
188,4960.030696958241,3809.3024581608197
189,5076.070150980735,3704.647424975194
190,4596.168863713561,3904.1256503108375
191,2515.4481223817056,2049.943185933557
192,2504.7375848313395,1988.7626190021738
193,2564.4277940767997,1892.8199972697655
194,2535.3087762251384,2084.5060575528664
195,4994.944053293383,4364.556733327234
196,5494.365975644398,3740.0961139322294
197,4918.392844739017,4287.081747065028
198,2497.789658865807,2038.0870234769195
199,2463.7033376431946,1993.756428656949
200,2500.9699119728775,2154.1806879725013
201,2555.5070877604617,1932.1808872943338
202,5157.672954973868,3879.376678358265
203,4659.241323816708,4164.0774716381475
204,4952.218753231098,3795.021526384378
205,2570.6142447187212,1930.1587764052074
206,2677.4791564439665,2026.1962523657044
207,2431.8670376134755,1877.7328962500858
208,2680.2189680609886,2037.1429151209245
209,4966.019725515453,3968.4309817093986
210,4672.601454225718,3904.566307339484
211,4469.53670814397,4132.6697627647345
212,2443.5887003045955,1978.6809804385225
213,2572.1129941740523,2147.891853261125
214,2345.127304843462,2015.306177630869
215,2559.603612372091,2056.4193620645474
216,4841.885548510912,3864.9193140753446
217,4847.602007527428,3996.5490906276304
218,5123.278294937035,4025.3507608343816
219,2462.492570241132,1791.8497177328766
220,2593.680339359769,2014.9414411621676
221,2373.474325759497,1907.841533577288
222,2511.565208699775,1931.2902428764837
223,5054.434864199304,4125.283883720725
224,4733.490525528244,3884.5332357176117
225,4695.642029831796,4144.162284253578
226,2510.870058535047,1968.413710504956
227,2319.590881207365,2203.1598128587857
228,2374.819274344809,1967.5197240350726
229,2515.6443521464917,2080.8580102343876
230,4944.995349894717,3757.1309112001168
231,4721.006027660124,3718.1592634591943
232,4666.7145166466125,4139.986656964664
233,2582.1692096544934,2056.2045955826115
234,2621.870202884897,2165.9087394692174
235,2457.3149294714976,1700.5015127883235
236,2476.318785578108,2044.9240408438275
237,4867.55771000538,4101.549080887199
238,5031.278145413485,4234.7953963888485
239,5027.032337470742,4087.4549278794793
240,2555.4083037539262,2097.90120907607
241,2226.5421993312366,2006.0065242801475
242,2410.3260901262856,2051.9008828745273
243,2458.5862979335893,1982.584323031968
244,4933.8310248261605,4137.570134989646
245,4919.385180957757,4015.2296823918077
246,5258.304425250113,3946.231599159008
247,2658.922023154502,2110.1540252522673
248,2473.1864923521316,1992.5409030089927
249,2499.9501419136272,2143.999336830576
250,2439.576177580208,1988.2611597047191
251,5265.463399224667,3823.4313871444197
252,5230.243875699753,4550.789012201898
253,4876.73221295519,4051.0992012466627
254,2576.3633254073466,2212.1970036649323
255,2700.868616023639,2053.518205410676
256,2541.084827185407,1934.6251568592315
257,2365.8287698469767,1995.6353114416995
258,5372.964560932779,3733.931266006007
259,4581.392643241356,4040.9021058360004
260,5040.759240184552,3561.0027730587676
261,2488.6407341054937,2093.0777054396167
262,2688.2753910294,2156.5274123124177
263,2681.3856757866765,2103.01577212124
264,2484.158784925794,2108.2816021127337
265,5277.276618023468,3946.182717469574
266,5479.881312635391,3985.8728607238845
267,5449.056176328561,4335.506498276019
268,2539.534882128166,2042.924412335076
269,2594.4032169170987,2102.1648960013017
270,2478.617548830315,1963.2016085359141
271,2411.979654548328,1966.1539962660256
272,4653.522216576726,4276.726874998381
273,5090.9115220258445,4322.606839149816
274,4969.781384479999,4048.4586737630457
275,2471.984534486787,1827.3155620927732
276,2614.4848592276126,1955.9422266980478
277,2445.720858878707,2107.3899379890963
278,2323.8362505308837,2060.1898328442635
279,5044.857315582143,4196.825231799387
280,5113.801273748972,3745.290482099761
281,5204.39331445956,4134.301985703209
282,2427.769361139078,2185.780307615765
283,2556.880981163053,2101.190206260847
284,2419.8642461242416,2113.5009688194186
285,2610.3471300441124,1871.4140792213295
286,4511.755277615983,3882.0792453456006
287,5183.365969224683,4059.037768134452
288,4806.16058714908,3944.8563649036882
289,2518.984371041077,1892.3414624509314
290,2380.211698310404,1935.1406813181632
291,2794.208039127237,2089.36834583083
292,2495.660282294815,2254.2637372556223
293,4695.441763449917,3926.5556675993716
294,5497.045227197258,3733.9732543192476
295,5227.423310376935,4320.3457154114585
296,2511.641499796756,1806.7125063213405
297,2554.9367838771277,1958.107529175628
298,2525.038826618284,2103.687550691101
299,2357.4672750291893,1911.4834355978212
300,4890.5817297349095,4073.000898715715
301,5248.374269585236,3869.148203131876
302,4753.949890490728,4027.9195735040626
303,2439.0788482953994,1831.6629916366307
304,2407.4848727965928,1900.1235699832812
305,2518.609416507142,2044.0083345333426
306,2250.1504108844397,1827.2841451558686
307,5194.793974068979,3715.928213230353
308,5374.904987578466,3987.2690038662895
309,4753.595643183635,3911.227181876442
310,2432.8299003463767,2221.4105766702473
311,2524.94285221499,2144.2589185719735
312,2716.480048600306,1804.6848533776354
313,2503.021634525735,1971.205455490644
314,4865.331022122145,4126.3475963394685
315,5032.576656191203,3688.599811845842
316,4998.938768064183,3788.0430200704977
317,2617.4959705099623,1813.0331424564115
318,2376.9352998645704,2041.9653269605017
319,2482.4172001352345,2010.6161488597033
320,2533.2445567301215,2051.1236041256707
321,5025.128263978375,4253.742220262548
322,4710.060540149792,3865.127146046153
323,4623.168924512691,3856.995045692073
324,2654.0568878932863,1977.1363750439366
325,2270.6305767071553,1969.8345445984207
326,2328.5563460197563,2031.4840908020728
327,2460.834221004865,1826.086813611077
328,5038.749277670405,3826.1527580741754
329,5281.340575966065,3827.847559939305
330,5058.243338775567,4097.640166246158
331,2592.04744988133,1834.6180979184842
332,2415.1380559936806,2031.6166127413862
333,2525.2114446799756,2087.555428969622
334,2539.714302735645,1772.356107969303
335,4601.191221048037,3830.3580202129574
336,5349.878734908086,3856.3488468938103
337,4659.657536377321,3987.5276288304476
338,2500.923559634851,1874.4045442272568
339,2485.1671197243254,1969.9134464387203
340,2631.571494828088,2085.010518116458
341,2582.0384424248505,1968.8640465937485
342,5087.541080259636,3828.8333963765804
343,5047.575040114774,3964.3366057389935
344,5158.201111859163,4271.82046746388
345,2617.5780897025143,1930.9848957110441
346,2415.4836292355512,1973.5880760535795
347,2391.3009301727207,1930.4489594572274
348,2760.312204585874,1846.9095084385444
349,5112.487673650307,4174.460986660708
350,4945.765984024854,3969.4735477321406
351,5169.368177593719,4057.2807372195225
352,2479.0124332730747,1871.8489706658056
353,2638.095183772328,1972.4995555372304
354,2232.9653593680077,2135.1510639999233
355,2623.5174723599785,1887.921130316632
356,5154.507333506369,3927.5618620375944
357,5830.047268760619,4123.508604406203
358,5178.876371398786,4278.555082762178
359,2534.207385706101,1971.5088889051435
360,2920.109012834846,2095.2617179577755
361,2576.975654043106,1924.0475899679477
362,2664.1541559023544,2078.069414796607
363,5228.450278561159,4567.038889672285
364,4999.327036913256,4166.885319653926
365,4782.116392827853,4093.9251631812895
366,2537.482324271335,2019.6436235931587
367,2503.425397095867,2065.8522395132604
368,2258.5403040332185,1975.553321010875
369,2674.489613648215,1932.9425773218154
370,5230.56260047781,4221.257958368368
371,5190.528029120305,4082.680582285013
372,5417.514085091858,4083.4674625841335
373,2472.42109740437,1995.5601764128166
374,2419.444008141374,1979.5142810742107
375,2471.484452889617,1921.5678850372585
376,2652.7976525534164,2193.11736071848
377,4883.3394240429,3835.541249236889
378,4959.052049577298,3606.4303161849766
379,5309.604926483204,3869.3443386721533
380,2457.632066039886,2054.463853070246
381,2503.910609786225,2033.1464545250722
382,2391.3853942088344,1857.9079224442798
383,2546.650230484476,2025.33976302212
384,4494.808588934157,4170.519627056836
385,4810.744110332504,3959.546183862628
386,4938.498249393716,4061.0261783274445
387,2459.213676780735,1900.5695696355501
388,2701.288972936634,1957.6814229998763
389,2519.769218444484,2007.9119934321664
390,2621.420812023607,1937.6994433046657
391,4499.1762621589,4234.061663898521
392,5253.803821608216,4204.717217276138
393,5374.954862899242,3648.1185729902004
394,2529.406359756371,2047.9291689212525
395,2483.0470403513864,2067.811353286013
396,2498.549145811166,2065.044972777206
397,2352.0942060333286,2108.3089658634717
398,4642.2658706347975,4009.9609883170738
399,5020.732193703362,3924.036866542483
400,5011.490604155048,3733.198360138103
401,2399.051121015271,1901.3749225222514
402,2567.6322691579444,2018.5363014907098
403,2702.835179212464,2039.5975036749064
404,2520.6715543125397,2020.895070927807
405,5397.485080147815,4150.890871891341
406,4681.914988208663,3923.04888937716
407,4658.816237054749,3839.9488722900637
408,2402.1561052129055,2048.030441306573
409,2274.1607411353316,1981.8386695024187
410,2461.284744706189,2083.2318373128824
411,2618.0668194876184,2052.1265344161015
412,5174.498670896723,4015.25487917195
413,4855.704223663313,4215.497731792916
414,5380.515183721559,3628.820739780511
415,2594.7306319516783,1995.068863455755
416,2425.2184317508304,2058.2750888432197
417,2452.89719331126,2033.0172112420253
418,2393.0935040365657,2279.9970447526166
419,5207.156188028266,3945.0830728409483
420,5397.9390633677785,3759.5690469184906
421,5302.514307372189,4425.013815342366
422,2605.330682501926,2063.469870485616
423,2490.723168612791,2070.2209756893767
424,2463.3864845348103,2053.5767498355485
425,2420.111809388307,2004.313231852433
426,5152.528623154469,3839.8946510125907
427,4751.098120892223,3867.8180605903503
428,4876.109894703134,3895.1773481184828
429,2349.065777670061,2095.7747955101277
430,2406.231477217273,1997.8591610810809
431,2355.94667136799,1865.5501755032426
432,2390.1185226420866,2071.4812067799
433,4838.80986389342,4516.610273474754
434,5180.5805397435115,4084.275772131173
435,4823.121198943267,4010.946851516307
436,2554.99184702554,1902.7731176468253
437,2655.3542592757162,1908.1215897827726
438,2716.143847085789,1908.7413738506482
439,2429.30594300052,2118.831194146761
440,4808.332043132696,3792.6523382670944
441,5182.142898996301,3936.6005690075904
442,4754.451836440904,4152.611234065518
443,2425.8504050532156,2038.8396571059925
444,2363.6781630643463,2062.9647399366404
445,2378.8806318001803,2122.4200988278817
446,2799.150208774592,1932.272923358918
447,5163.860016935814,4044.6047337465816
448,5409.520660167593,3722.7725506500096
449,4737.185632814701,3659.6211519750586
450,2443.531609511084,2195.893138677297
451,2736.4932825471406,2079.807727690648
452,2442.874517216279,2113.1031993433676
453,2512.3165544737626,1922.6572247639338
454,4670.464488946732,4096.170656975175
455,4494.882921132958,3972.3998195155277
456,5224.08752893417,4053.0215532723128
457,2308.806289804596,1875.3980359301086
458,2543.408302685408,2125.8156378784724
459,2324.851913134108,1813.756922818925
460,2636.370419483151,2038.827320197132
461,5131.039551960031,4251.900159683199
462,4702.642219680489,3992.9113890502394
463,5295.127651280739,4119.742603833238
464,2671.507039304226,2000.5817915303458
465,2646.7582579727277,2132.676992488096
466,2515.6894373160167,1967.0423434956392
467,2686.479820130982,1893.6176668410992
468,4635.120379182115,4029.5160835221136
469,4857.337318711788,4244.8503070103425
470,4726.771427394413,4117.261051797195
471,2700.6518377818174,1922.436793910125
472,2579.8926519635274,2023.353410144439
473,2497.3928861137374,2023.2254824705142
474,2446.97256952337,1850.8179434999356
475,4998.366430793932,4331.503915200963
476,4984.150731764105,4325.3679545880905
477,4487.325008585287,4245.383758424785
478,2545.2259058749482,1977.5846228014614
479,2597.636275476622,2127.9724624100672
480,2495.7474023059476,1995.86973438718
481,2321.3996953081532,2057.454861769012
482,4668.64024701916,3579.6801055848687
483,5231.998636122592,4029.0885288639206
484,4794.9081231229,4419.02367408688
485,2601.395094184599,2069.3646381414924
486,2464.9812544949395,1881.6870686266166
487,2438.467084647351,1976.3683321910326
488,2620.7671550258015,2120.7451833096297
489,5149.509167527087,4174.20339515904
490,5266.401652407352,3740.3539375587197
491,5390.02763671913,4392.453852891211
492,2466.665873442584,1919.6043742677039
493,2563.8214264885455,2075.419968883862
494,2252.1826294938705,2018.1962430937324
495,2573.334003161983,2006.2227584546074
496,5048.677265636242,3511.1034471109097
497,4958.934997027142,4216.590185203746
498,4676.182877514952,3960.4522096126816
499,2634.021801062641,1850.8024875473116
500,2454.565942630563,1890.7582051521276
501,2631.522029689944,1906.423452289658
502,2320.2357054813087,1972.1763118747042
503,5334.905870860269,4295.264012962905
504,4343.214476505263,3769.750275050716
505,5129.0176284097315,4041.5840201228334
506,2547.6358872873943,1895.2007808944875
507,2536.5694270522276,1928.701662169386
508,2371.2934312608104,2024.7931869490849
509,2466.3707554669413,2069.1430104725578
510,5053.430799257598,3915.7846938014286
511,5022.388243766738,4234.009223137704
512,4693.253861302365,3836.592662175116
513,2625.6240215068806,2081.9240074470717
514,2646.5232713371674,2121.0671806736423
515,2549.798968590614,1956.9895816898925
516,2738.3251669751467,2046.8053028314243
517,4932.731850426859,3980.0134837961973
518,4818.812476385007,4196.422356998298
519,4936.95357938261,3740.4500644845007
520,2638.729827829317,2033.8870559615914
521,2569.7762854044095,1822.6549304457178
522,2591.6189365849527,1988.2920045319033
523,2329.7954063192774,2077.5174426779745
524,5100.195390182302,3808.160515281926
525,4912.506125142965,3798.4943853906993
526,5009.6166322978515,4065.9609582223234
527,2447.707491500041,2028.712961282372
528,2489.6673515882535,1847.7713255573449
529,2515.215930578633,1947.288688794586
530,2468.3201503679493,1958.634175446588
531,4926.551673323502,3967.478539940645
532,4835.620063265542,4227.160677470702
533,5145.3173447747195,4047.9633767737882
534,2365.0512489737575,1942.7938233243033
535,2478.016807120777,2042.5291999596334
536,2408.7653386530387,2204.933557403634
537,2466.1436083794592,1825.3545823397276
538,5184.034296211675,3906.2590168723978
539,4800.110624486004,4261.3881320639475
540,5034.607642608313,4346.953279789706
541,2560.4552743917443,2086.8955345755667
542,2209.7829813679214,2066.116950532688
543,2625.792720932417,1970.1137483032262
544,2478.4956424285588,2055.1998062505713
545,4903.763699877304,4242.671097903093
546,4852.20198898611,3847.173981128614
547,4931.448333344051,4091.493711363685
548,2475.138933975375,2059.3010971192152
549,2585.3241781891866,2162.137335274352
550,2638.6294259883257,2054.9525242081772
551,2356.513268701066,1955.7745387651175
552,4837.417723729949,3585.7945410745474
553,4787.289491066052,4050.2115393287427
554,4780.066037104973,3791.681529676519
555,2399.841974873457,2045.5664473338704
556,2641.899853319392,2118.8583682094863
557,2705.5323065448383,2057.9343650770847
558,2497.7039870818953,2052.9297825935837
559,5257.195110073395,3955.855489955904
560,5510.487294178196,3928.739921024442
561,4877.26589287001,4513.261550632936
562,2832.1493316105007,1829.9512637182193
563,2718.7061568287695,1899.1007381072736
564,2507.328347296517,2243.766067531271
565,2612.9333560138884,2005.3748582905869
566,5105.566205780001,3954.7110279330145
567,4298.251482410794,3937.782066050925
568,5047.792421962149,4051.6128553497106
569,2897.6060644973677,2095.30428567489
570,2449.3574021591207,2194.619260601358
571,2450.1958742678103,1890.9878938685447
572,2644.1194224782225,2069.111310052441
573,5229.005785266962,4334.076787313004
574,5048.530882992534,4230.35387129577
575,5108.871606549552,4115.680200545012
576,2595.055219478201,2033.8531689072634
577,2520.989758851213,1977.1813436095022
578,2373.4706020286717,1930.1256157385596
579,2558.830807052594,1995.5105478600804
580,4875.495338442198,4025.7050902894093
581,4905.4355424967,3986.6804798553158
582,4761.53413672718,3904.120129282689
583,2404.2841452207235,1926.897063193528
584,2421.4128498531363,1890.5263311003546
585,2602.2057697135283,2109.317417076016
586,2495.1031141808157,2015.7148548122161
587,4936.8267500427455,4162.534619723
588,4664.1096532190795,4072.52194189625
589,4950.475999928622,4195.92951214698
590,2609.7589061562917,1992.3942993570088
591,2559.5026569029437,1968.1893176307487
592,2659.4755759200843,2085.9665812901126
593,2452.5397759757857,2177.4500615914017
594,4844.487689798392,4186.971519758287
595,4726.350025276557,4356.092373587074
596,4945.739824219753,3963.241128462956
597,2339.1405930762785,1966.8678843872028
598,2472.3283262906143,2017.8918337606553
599,2460.9547311495558,2099.567270241761
600,2354.1108860091917,2145.1833735480095
601,5326.349785359737,4053.734661867158
602,4827.49147752746,3721.368657672477
603,4890.733148220974,3836.134173834024
604,2470.8814923782784,1871.3331187750532
605,2644.884082241819,1985.4613248664016
606,2587.9887297412647,1936.2984437143643
607,2587.1415234416218,1814.4357725766426
608,4859.793721705559,3889.525359220099
609,4941.623894565826,4053.4207584305245
610,5039.003725717754,4183.913295073903
611,2625.57735956631,2091.9586655180346
612,2553.4790391816086,2009.7041141321417
613,2297.6172522433826,2094.3042602275473
614,2597.9447125928496,2034.5499193403339
615,4950.843806482853,4128.131030190342
616,5034.061880668673,4065.926428160077
617,5039.711762498023,4325.1916735573095
618,2541.1960468519483,2032.1244593366487
619,2617.986227768931,1853.5823614306094
620,2490.185745391095,2077.8403276196204
621,2542.887051504177,2014.6710973604859
622,4938.893795791909,3540.754640060389
623,4979.064929086306,4095.503252807465
624,4936.859755440286,3943.8242751285534
625,2512.0723601082404,1957.0451933296117
626,2303.7927617630617,1937.5047489814017
627,2300.1029098659574,1977.0573587858887
628,2471.8642600481676,2037.5200666519174
629,4670.005244089634,3775.840483283358
